Address,Street Name,Zip Code,City,Canton,Country,Latitude,Longitude,Rating,Number of Ratings,Place Name,Place ID,Sunday_Open,Monday_Open,Tuesday_Open,Wednesday_Open,Thursday_Open,Friday_Open,Saturday_Open,Sunday_Close,Monday_Close,Tuesday_Close,Wednesday_Close,Thursday_Close,Friday_Close,Saturday_Close,Brand,Unnamed: 0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Mapped Canton
"Farnsburgerstrasse 37, 4052 Basel, Switzerland",Farnsburgerstrasse 37,4052,Basel,Basel-Stadt,Switzerland,47.5552797,7.6139474,3.8,317.0,Coop Supermarkt Basel Breite,ChIJdXqxYNS5kUcRa_SHhBTPRhM,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,COOP,356.0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,
"Inselstrasse 76, 4057 Basel, Switzerland",Inselstrasse 76,4057,Basel,Basel-Stadt,Switzerland,47.5768478,7.591031300000001,3.9,311.0,Coop Supermarkt Basel Wiesenplatz,ChIJo9y2VZm5kUcRrUJoMpoQFEA,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,COOP,357.0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,
"Allschwilerstrasse 51, 4055 Basel, Switzerland",Allschwilerstrasse 51,4055,Basel,Basel-Stadt,Switzerland,47.5563911,7.571870499999998,4.1,150.0,Coop Supermarkt Basel Allschwilerstrasse,ChIJ0a3KYQa5kUcRyIsIjj-JM14,,730.0,730.0,730.0,730.0,730.0,730.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,COOP,358.0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,
"Maulbeerstrasse 31, 4058 Basel, Switzerland",Maulbeerstrasse 31,4058,Basel,Basel-Stadt,Switzerland,47.5672607,7.601070999999999,3.8,143.0,Coop Supermarkt Basel Mattenstrasse,ChIJ77XBvL65kUcR8XfqrKx5a3E,,730.0,730.0,730.0,730.0,730.0,730.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1600.0,COOP,359.0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,
"Güterstrasse 190, 4053 Basel, Switzerland",Güterstrasse 190,4053,Basel,Basel-Stadt,Switzerland,47.5432052,7.5930408,4.3,562.0,Coop Supermarkt Basel Gundeli,ChIJd0wXT0-4kUcRT04SEoCCa1A,,700.0,700.0,700.0,700.0,700.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,COOP,360.0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,
"Grenzacherstrasse 124, 4058 Basel, Switzerland",Grenzacherstrasse 124,4058,Basel,Basel-Stadt,Switzerland,47.5604018,7.605777499999998,3.8,12.0,Coop Supermarkt Basel Roche B11,ChIJTRrudkC5kUcR05Vv0yCEblk,,700.0,700.0,700.0,700.0,700.0,,,1730.0,1730.0,1730.0,1730.0,1730.0,,COOP,361.0,Monday,Tuesday,Wednesday,Thursday,Friday,,,
"Streitgasse 20, 4051 Basel, Switzerland",Streitgasse 20,4051,Basel,Basel-Stadt,Switzerland,47.5552044,7.589943200000001,4.0,432.0,Coop Pronto Shop Basel Barfüsserplatz,ChIJNSdqmq25kUcRqul-I28nGxc,900.0,630.0,630.0,630.0,630.0,630.0,630.0,2000.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,COOP,362.0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,
"Poststrasse 1, 8556 Wigoltingen, Switzerland",Poststrasse 1,8556,Wigoltingen,Thurgau,Switzerland,47.59780500000001,9.0311327,4.3,52.0,Volg,ChIJEbh2o-fymkcRMdrSibJ2EqI,,600.0,600.0,600.0,600.0,600.0,600.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,VOLG,,,,,,,,,
"Thundorferstrasse 118, 8500 Frauenfeld, Switzerland",Thundorferstrasse 118,8500,Frauenfeld,Thurgau,Switzerland,47.5473671,8.9095707,4.3,88.0,Volg,ChIJh4UdlTmSmkcR8j_Rst9QtRk,,600.0,600.0,600.0,600.0,600.0,600.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,VOLG,,,,,,,,,
"Hauptstrasse 47a, 8572 Berg, Switzerland",Hauptstrasse 47a,8572,Berg,Thurgau,Switzerland,47.57936099999999,9.1667671,4.5,196.0,Volg,ChIJtZRcQ0HwmkcRwrCJ_UlCXUw,,600.0,600.0,600.0,600.0,600.0,600.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,VOLG,,,,,,,,,
"Kesswilerstrasse 4, 8592 Uttwil, Switzerland",Kesswilerstrasse 4,8592,Uttwil,Thurgau,Switzerland,47.5843398,9.3402479,4.3,90.0,Volg,ChIJ866imVb8mkcR1Kdy0YtHRE0,,600.0,600.0,600.0,600.0,600.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1900.0,VOLG,,,,,,,,,
"Uttwilerstrasse 3, 8593 Kesswil, Switzerland",Uttwilerstrasse 3,8593,Kesswil,Thurgau,Switzerland,47.5936442,9.3180175,4.6,53.0,Volg,ChIJY5veRm_8mkcRvN6CqIesE60,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,VOLG,,,,,,,,,
"Bahnhofstrasse 50, 8360 Eschlikon, Switzerland",Bahnhofstrasse 50,8360,Eschlikon,Zürich,Switzerland,47.4645148,8.9692395,4.3,97.0,Volg,ChIJPx-8nTHrmkcRb6oUcv9Ejt0,,600.0,600.0,600.0,600.0,600.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1900.0,VOLG,,,,,,,,,
"Amriswilerstrasse 31, 8570 Weinfelden, Switzerland",Amriswilerstrasse 31,8570,Weinfelden,Thurgau,Switzerland,47.5668259,9.1170778,4.3,66.0,Volg,ChIJH0qknufxmkcR0JaKgJGQ_cU,,600.0,600.0,600.0,600.0,600.0,600.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,VOLG,,,,,,,,,
"Im Geere 1, 8552 Felben-Wellhausen, Switzerland",Im Geere 1,8552,Felben-Wellhausen,Thurgau,Switzerland,47.5781333,8.9444167,4.3,90.0,Volg,ChIJHZ3J3oONmkcRQ2CfMsBJ-jU,,600.0,600.0,600.0,600.0,600.0,600.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,VOLG,,,,,,,,,
"Märwilerstrasse 3, 9556 Affeltrangen, Switzerland",Märwilerstrasse 3,9556,Affeltrangen,Thurgau,Switzerland,47.5271988,9.0316362,4.4,128.0,Volg Affeltrangen,ChIJXX7YRLWSmkcRWj6OhRBnoD8,,600.0,600.0,600.0,600.0,600.0,600.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,VOLG,,,,,,,,,
"Schaffhauserstrasse 5, 8524 Uesslingen-Buch, Switzerland",Schaffhauserstrasse 5,8524,Uesslingen-Buch,Thurgau,Switzerland,47.5796821,8.833473999999999,4.5,97.0,Volg,ChIJjUKeJCeQmkcRq2_YVztL1_Y,,630.0,630.0,630.0,630.0,630.0,730.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,VOLG,,,,,,,,,
"Aadorferstrasse 2, 9545 Wängi, Switzerland",Aadorferstrasse 2,9545,Wängi,Thurgau,Switzerland,47.4965646,8.9522697,4.5,45.0,Volg Wängi,ChIJzYuHwV6TmkcRhSn4n7CwRrg,,600.0,600.0,600.0,600.0,600.0,600.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,VOLG,,,,,,,,,
"Platanenweg 2, 8548 Ellikon an der Thur, Switzerland",Platanenweg 2,8548,Ellikon,Thurgau,Switzerland,47.5632453,8.8241516,4.5,36.0,Volg,ChIJI80Adz-QmkcRDeRI8uON-Ys,,1400.0,1400.0,1400.0,1400.0,1400.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,VOLG,,,,,,,,,
"Heerenwies 1, 8586 Erlen, Switzerland",Heerenwies 1,8586,Erlen,Thurgau,Switzerland,47.5503074,9.2287648,4.3,93.0,VOLG Aachbrüggli Erlen,ChIJadZr1dT6mkcRpxVLobU71yg,,600.0,600.0,600.0,600.0,600.0,600.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,VOLG,,,,,,,,,
"Hauptstrasse 30, 8505 Pfyn, Switzerland",Hauptstrasse 30,8505,Pfyn,Thurgau,Switzerland,47.5957266,8.954593000000001,4.2,44.0,Volg,ChIJLfBACwqNmkcRdQ_hjMUMlts,,600.0,600.0,600.0,600.0,600.0,600.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,VOLG,,,,,,,,,
"Kennerwiesstrasse 1, 8575 Bürglen, Switzerland",Kennerwiesstrasse 1,8575,Bürglen,Thurgau,Switzerland,47.5507492,9.1518056,4.4,140.0,Volg Bürglen TG,ChIJ8TjAPdrvmkcRCH4b3is7oQw,,700.0,700.0,700.0,700.0,700.0,700.0,,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,VOLG,,,,,,,,,
"Zentrum 7, 9214 Kradolf-Schönenberg, Switzerland",Zentrum 7,9214,Kradolf-Schönenberg,Zürich,Switzerland,47.5249518,9.199743200000002,4.4,123.0,Volg Kradolf,ChIJeRgurm3lmkcRDi_UDSTHzhA,800.0,600.0,600.0,600.0,600.0,600.0,700.0,1400.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,VOLG,,,,,,,,,
"Hauptstrasse 123, 8272 Ermatingen, Switzerland",Hauptstrasse 123,8272,Ermatingen,Zürich,Switzerland,47.6691625,9.083693999999998,4.2,60.0,Volg,ChIJ4Q0oO1r0mkcRqG8A5tX1eQ4,,,,,,,,,,,,,,,VOLG,,,,,,,,,
"Hauptstrasse 7, 8363 Bichelsee-Balterswil, Switzerland",Hauptstrasse 7,8363,Bichelsee-Balterswil,Zürich,Switzerland,47.448414,8.926379699999998,4.6,35.0,Volg,ChIJr6dEfhmVmkcRh94Ncfynhbk,,600.0,600.0,600.0,600.0,600.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1900.0,VOLG,,,,,,,,,
"Schützenstrasse 1, 8355 Aadorf, Switzerland",Schützenstrasse 1,8355,Aadorf,Zürich,Switzerland,47.4886169,8.9037771,4.5,67.0,Volg,ChIJO3SavXGUmkcRgNFiYszfiJ0,,600.0,600.0,600.0,600.0,600.0,600.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,VOLG,,,,,,,,,
"mit Postagentur, Hauptstrasse 15, 8536 Hüttwilen, Switzerland",mit Postagentur,8536,Hüttwilen,Thurgau,Switzerland,47.6072309,8.8701189,4.4,75.0,Volg Hüttwilen,ChIJO9TL6k-OmkcRRPH2uNwXUEo,,630.0,630.0,630.0,630.0,630.0,630.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Versamerstrasse 15, 7402 Bonaduz, Switzerland",Versamerstrasse 15,7402,Bonaduz,Graubünden,Switzerland,46.8120074,9.397805599999998,4.2,117.0,Volg,ChIJnUlNwZnDhEcR7A4RTqJUSeQ,,600.0,600.0,600.0,600.0,600.0,600.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,VOLG,,,,,,,,,
"Waldhaus CH, Rudi Dadens 8, 7018 Flims, Switzerland",Waldhaus CH,7018,Flims,Graubünden,Switzerland,46.8261147,9.289168399999998,4.4,124.0,Volg,ChIJq6qqqmXchEcRH1fbx96IIRk,,700.0,700.0,700.0,700.0,700.0,800.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1800.0,VOLG,,,,,,,,,
"Quadergasse 6, 7204 Untervaz, Switzerland",Quadergasse 6,7204,Untervaz,Graubünden,Switzerland,46.9279594,9.5358791,4.6,82.0,Volg,ChIJx16VIU7IhEcRzsTJaO7ueQY,,600.0,600.0,600.0,600.0,600.0,600.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,VOLG,,,,,,,,,
"Via Principala 59, 7166 Trun, Switzerland",Via Principala 59,7166,Trun,Graubünden,Switzerland,46.7423435,8.987353599999997,4.5,67.0,Volg Truns,ChIJC0148AIZhUcRfvGwuckq4ho,,700.0,700.0,700.0,700.0,700.0,700.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1600.0,VOLG,,,,,,,,,
"Voa Sporz 12, 7078 Lenzerheide, Switzerland",Voa Sporz 12,7078,Lenzerheide,Graubünden,Switzerland,46.72838969999999,9.553487799999996,4.2,238.0,Volg,ChIJVVVVVWWVhEcRzdwyr3fXRKI,700.0,700.0,700.0,700.0,700.0,700.0,700.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,VOLG,,,,,,,,,
"Dorfstrasse 42, 7220 Schiers, Switzerland",Dorfstrasse 42,7220,Schiers,Graubünden,Switzerland,46.96962300000001,9.6876283,4.1,36.0,Volg,ChIJ1X_G0vmzhEcRMKnpfWFgEKw,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Via Dual Sut 1, 7153 Falera, Switzerland",Via Dual Sut 1,7153,Falera,Graubünden,Switzerland,46.80110060000001,9.2303379,4.6,67.0,Volg,ChIJoWrSxH3ehEcRFrbaXK9ZbF0,,700.0,700.0,700.0,700.0,700.0,700.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1700.0,VOLG,,,,,,,,,
"Untergasse 2, 7206 Igis, Switzerland",Untergasse 2,7206,Igis,Graubünden,Switzerland,46.9460861,9.5741563,4.5,84.0,Volg,ChIJ3c5cz97JhEcRwFqvNn1rmXY,,600.0,600.0,600.0,600.0,600.0,700.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,VOLG,,,,,,,,,
"Via Murschetg 41b 7032, 2 Laax, Switzerland",Via Murschetg 41b 7032,7032,Laax,Graubünden,Switzerland,46.82000699999999,9.264009599999998,4.4,48.0,Volg,ChIJgebMhRXchEcRWMbtem_ans8,700.0,700.0,700.0,700.0,700.0,700.0,700.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,VOLG,,,,,,,,,
"Stradung 9, 7460 Savognin, Switzerland",Stradung 9,7460,Savognin,Graubünden,Switzerland,46.5977982,9.5967601,4.3,172.0,Volg Son Mitgel Savognin,ChIJD1uExbeRhEcRin66oOENC1E,,700.0,700.0,700.0,700.0,700.0,700.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1800.0,VOLG,,,,,,,,,
"Affeier 27a, 7134 Obersaxen, Switzerland",Affeier 27a,7134,Obersaxen,Graubünden,Switzerland,46.75678249999999,9.120891600000002,4.2,82.0,Volg,ChIJS-QZOOEfhUcRl9AQCRH7oHo,,730.0,730.0,730.0,730.0,730.0,730.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1830.0,VOLG,,,,,,,,,
"Landstrass 23, 7214 Grüsch, Switzerland",Landstrass 23,7214,Grüsch,Graubünden,Switzerland,46.9816087,9.6482684,4.3,97.0,Volg,ChIJi80CAdK1hEcRZS3-7IS6oSI,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,VOLG,,,,,,,,,
"Dorfpl. 4, 7208 Malans, Switzerland",Dorfpl. 4,7208,Malans,Graubünden,Switzerland,46.98199109999999,9.576270400000002,4.5,55.0,Volg,ChIJIfkjSxDKhEcRePIMsdtelck,,600.0,600.0,600.0,600.0,600.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1830.0,VOLG,,,,,,,,,
"Via Principala 56, 7031 Laax, Switzerland",Via Principala 56,7031,Laax,Graubünden,Switzerland,46.8056078,9.2572307,4.3,248.0,Volg Laax,ChIJ6aPRATTchEcRxQcw69acRI0,730.0,700.0,700.0,700.0,700.0,700.0,700.0,1700.0,1830.0,1830.0,1830.0,1830.0,1830.0,1700.0,VOLG,,,,,,,,,
"Stradun 197, 7550 Scuol, Switzerland",Stradun 197,7550,Scuol,Graubünden,Switzerland,46.79831109999999,10.3021045,4.4,84.0,Volg Detailhandels AG,ChIJ2ZgjVYVHg0cR7jTZWBI1jTo,700.0,700.0,700.0,700.0,700.0,700.0,700.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,VOLG,,,,,,,,,
"Gira 34, 7404 Feldis/Veulden, Switzerland",Gira 34,7404,Feldis/Veulden,Graubünden,Switzerland,46.7948512,9.4340169,4.7,38.0,Volg,ChIJiUFzxHzBhEcRohH_16ZEvZk,,1500.0,1500.0,1500.0,1500.0,1500.0,800.0,,1800.0,1800.0,1800.0,1800.0,1800.0,1700.0,VOLG,,,,,,,,,
"Valéstrasse 140b, 7132 Vals, Switzerland",Valéstrasse 140b,7132,Vals,Graubünden,Switzerland,46.6169281,9.1799192,4.2,80.0,Volg,ChIJBw1A8KrkhEcRZnlvSgmnzUU,730.0,730.0,730.0,730.0,730.0,730.0,730.0,1700.0,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Veia Curvanera 3, 7460 Surses, Switzerland",Veia Curvanera 3,7460,Surses,Graubünden,Switzerland,46.59497859999999,9.5950467,4.4,21.0,Volg Savognin,ChIJd48RXsiRhEcRPljclxVlkF8,,1400.0,1400.0,1400.0,1400.0,1400.0,730.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1700.0,VOLG,,,,,,,,,
"Via Lucmagn 6, 7180 Disentis/Mustér, Switzerland",Via Lucmagn 6,7180,Disentis/Mustér,Graubünden,Switzerland,46.7052841,8.853551299999998,4.4,101.0,Volg Disentis/Mustér,ChIJyUwHZToRhUcR5kobZNf0_HM,800.0,600.0,600.0,600.0,600.0,600.0,600.0,1800.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,VOLG,,,,,,,,,
"Prà Manan 82a, 7545, 7545 Guarda, Switzerland",Prà Manan 82a,7545,Guarda,Graubünden,Switzerland,46.77545119999999,10.151675,4.7,32.0,Volg Guarda,ChIJH9M9Ko9Eg0cRApFYWBqZ-Ok,,1430.0,1430.0,730.0,1430.0,1430.0,1430.0,,1830.0,1830.0,1230.0,1830.0,1830.0,1700.0,VOLG,,,,,,,,,
"Rüeggisingerstrasse 88, 6032 Emmen, Switzerland",Rüeggisingerstrasse 88,6032,Emmen,Luzern,Switzerland,47.0836406,8.286865700000002,4.3,67.0,Volg-supermarkt Emmen,ChIJWyjbhb38j0cRyxMpLb1SOjE,,600.0,600.0,600.0,600.0,600.0,700.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1700.0,VOLG,,,,,,,,,
"Alte G. 6, 6373 Ennetbürgen, Switzerland",Alte G. 6,6373,Ennetbürgen,Nidwalden,Switzerland,46.986166,8.4139431,4.4,137.0,Volg,ChIJZ_DU0Rz4j0cRbzjufL35sz4,800.0,600.0,600.0,600.0,600.0,600.0,600.0,1800.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,VOLG,,,,,,,,,
"Hauptstrasse 43, 6045 Meggen, Switzerland",Hauptstrasse 43,6045,Meggen,Luzern,Switzerland,47.047111,8.3759427,4.3,69.0,Volg,ChIJTUofVj75j0cR7SOHupyq5Qk,800.0,600.0,600.0,600.0,600.0,600.0,730.0,1800.0,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,VOLG,,,,,,,,,
"Rigistrasse 9, 6353 Weggis, Switzerland",Rigistrasse 9,6353,Weggis,Luzern,Switzerland,47.03322110000001,8.435545399999999,4.3,155.0,Volg,ChIJAeWiY5z4j0cRKSNBKaATwLo,800.0,630.0,630.0,630.0,630.0,630.0,630.0,1800.0,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,VOLG,,,,,,,,,
"Dorfpl. 15, 6362 Stansstad, Switzerland",Dorfpl. 15,6362,Stansstad,Nidwalden,Switzerland,46.9795419,8.3379852,4.5,133.0,Volg Stansstad,ChIJPUQ8LVD3j0cRbBmqUo9dl9E,800.0,630.0,630.0,630.0,630.0,630.0,630.0,1800.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,VOLG,,,,,,,,,
"Hauptstrasse 35, 6034 Inwil, Switzerland",Hauptstrasse 35,6034,Inwil,Luzern,Switzerland,47.12254469999999,8.3509545,4.2,53.0,Volg Inwil,ChIJn5IOCsH9j0cRNvdxi9t9yRw,,630.0,630.0,630.0,630.0,630.0,730.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Dorfstrasse 3, 6044 Udligenswil, Switzerland",Dorfstrasse 3,6044,Udligenswil,Luzern,Switzerland,47.0900765,8.4005304,4.5,44.0,Volg Udligenswil mit Postagentur,ChIJHxvZ_OT-j0cRZ9f61bql-d0,,600.0,600.0,600.0,600.0,600.0,600.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Kantonsstrasse 5, 6105 Schachen, Switzerland",Kantonsstrasse 5,6105,Schachen,Luzern,Switzerland,47.0361245,8.146069899999999,4.7,28.0,Volg,ChIJ09K1tTHnj0cRECd9lWkeWn8,,600.0,600.0,600.0,600.0,600.0,600.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Weitblick 8a, 6038 Gisikon, Switzerland",Weitblick 8a,6038,Gisikon,Luzern,Switzerland,47.1258951,8.398774999999999,4.4,36.0,Volg,ChIJC2QHfT7-j0cRsfXFyOodijE,,600.0,600.0,600.0,600.0,600.0,600.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Seestrasse 73, 6354 Vitznau, Switzerland",Seestrasse 73,6354,Vitznau,Luzern,Switzerland,47.009256,8.483533200000002,4.3,96.0,Volg,ChIJM8PAuwdXhUcRkymvTODNTtg,800.0,600.0,600.0,600.0,600.0,600.0,700.0,1830.0,2000.0,2000.0,2000.0,2000.0,2000.0,1830.0,VOLG,,,,,,,,,
"Postpl., 6274 Eschenbach, Switzerland",Postpl.,6274,Eschenbach,Luzern,Switzerland,47.13243680000001,8.319305700000001,4.5,47.0,Volg Eschenbach,ChIJlb6LVXH9j0cRVGi1ofOaxR0,,630.0,630.0,630.0,630.0,630.0,730.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1600.0,VOLG,,,,,,,,,
"Luzernerstrasse 17a, 6024 Hildisrieden, Switzerland",Luzernerstrasse 17a,6024,Hildisrieden,Luzern,Switzerland,47.14923539999999,8.229491999999999,4.6,38.0,Volg,ChIJxwekvH7ij0cRi3Lc7fZe1zY,,630.0,630.0,630.0,630.0,630.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Lindachstrasse 24, 3038 Kirchlindach, Switzerland",Lindachstrasse 24,3038,Kirchlindach,Bern,Switzerland,46.999951,7.415911,4.4,41.0,Volg,ChIJN5tjq3c7jkcRPTSqgUm3ll4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,VOLG,,,,,,,,,
"Sägetstrasse 20, 3123 Belp, Switzerland",Sägetstrasse 20,3123,Belp,Bern,Switzerland,46.8870992,7.4999995,4.3,86.0,Volg Belp,ChIJ5XneXdRJjkcR8u9K56NvZOw,,600.0,600.0,600.0,600.0,600.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Thunstrasse 11, 3113 Rubigen, Switzerland",Thunstrasse 11,3113,Rubigen,Bern,Switzerland,46.8980904,7.544502700000001,4.5,13.0,Volg,ChIJL8HyGCI3jkcRoYFRx88JjHk,,600.0,600.0,600.0,600.0,600.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,VOLG,,,,,,,,,
"Länggasse 17, 3326 Krauchthal, Switzerland",Länggasse 17,3326,Krauchthal,Bern,Switzerland,47.00814140000001,7.565605600000002,4.4,101.0,Volg,ChIJKadeYIMxjkcRG-U2Hpm9TOE,,600.0,600.0,600.0,600.0,600.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,VOLG,,,,,,,,,
"Brünnmatt 2, 3045 Meikirch, Switzerland",Brünnmatt 2,3045,Meikirch,Bern,Switzerland,47.0088806,7.363902099999999,4.4,61.0,Volg,ChIJL-YjfV08jkcRjRmA9__8iBw,,600.0,600.0,600.0,600.0,600.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Dorfstrasse 50, 3184 Wünnewil-Flamatt, Switzerland",Dorfstrasse 50,3184,Wünnewil-Flamatt,Fribourg,Switzerland,46.87415,7.272214199999998,4.5,58.0,Volg,ChIJmZu3STBAjkcRaE-F8v8bhEs,,600.0,600.0,600.0,600.0,600.0,600.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,VOLG,,,,,,,,,
"Oberbalmstrasse 216, 3096 Oberbalm, Switzerland",Oberbalmstrasse 216,3096,Oberbalm,Bern,Switzerland,46.8734196,7.4021132,4.6,22.0,Volg,ChIJf4sl2KBHjkcRSlEgCwmGx9Q,800.0,630.0,630.0,630.0,630.0,630.0,700.0,1200.0,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Bernstrasse 63, 3267 Seedorf, Switzerland",Bernstrasse 63,3267,Seedorf,Bern,Switzerland,47.0350571,7.3130436,4.6,38.0,Volg Seedorf BE,ChIJJ1BH1zs9jkcROBx62omq8rw,,600.0,600.0,600.0,600.0,600.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,VOLG,,,,,,,,,
"Murtenstrasse 30, 3203 Mühleberg, Switzerland",Murtenstrasse 30,3203,Mühleberg,Bern,Switzerland,46.9523336,7.258361099999999,4.3,92.0,Volg Mühleberg,ChIJo6eMA5kVjkcR7UOd0QUvsUg,,630.0,630.0,630.0,630.0,630.0,630.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,VOLG,,,,,,,,,
"Bernstrasse 115, 3148 Lanzenhäusern, Switzerland",Bernstrasse 115,3148,Lanzenhäusern,Bern,Switzerland,46.8412044,7.347223300000001,4.5,77.0,Volg Lanzenhäusern,ChIJjUKhnrVGjkcRN1bgMCWoHYs,800.0,630.0,630.0,630.0,630.0,630.0,700.0,1200.0,2000.0,2000.0,2000.0,2000.0,2000.0,1600.0,VOLG,,,,,,,,,
"Rue des Grands-Proz 2B, 1957 Ardon, Switzerland",Rue des Grands-Proz 2B,1957,Ardon,Valais,Switzerland,46.21012879999999,7.257754299999999,4.2,61.0,Volg,ChIJCbvzeffDjkcRfjlRC8SkYhg,,600.0,600.0,600.0,600.0,600.0,600.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1700.0,VOLG,,,,,,,,,
"Chem. du Midi 2, 1913 Saillon, Switzerland",Chem. du Midi 2,1913,Saillon,Valais,Switzerland,46.1713982,7.187226300000001,4.1,81.0,Volg,ChIJuTx7NMzFjkcRHFv8tc2Zd3Q,,600.0,600.0,600.0,600.0,600.0,600.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1700.0,VOLG,,,,,,,,,
"Rte de Sion 9, 1981 Vex, Switzerland",Rte de Sion 9,1981,Vex,Valais,Switzerland,46.2125776,7.397846999999999,4.6,93.0,Magasin Volg,ChIJjdBnUcTejkcRbBLECy_A9ZI,700.0,700.0,700.0,700.0,700.0,700.0,700.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,VOLG,,,,,,,,,
